DistinguishedName,Enabled,GivenName,Name,ObjectClass,ObjectGUID,SamAccountName,SID,Surname,UserPrincipalName
"CN=Agustin Acosta,OU=Alsid,DC=alsid,DC=corp",TRUE,Agustin,Agustin Acosta,user,d8133613-5e3f-4ca8-9efa-454c556e6f82,agustin.acosta,S-1-5-21-3286942722-1835917726-286516016-1803,Acosta,agustin.acosta@ad.vulndomain.corp
"CN=Dave Beasley,OU=Alsid,DC=alsid,DC=corp",TRUE,Dave,Dave Beasley,user,8e936259-7393-4b41-a5cb-f249a8132a14,dave.beasley,S-1-5-21-3286942722-1835917726-286516016-1804,Beasley,dave.beasley@ad.vulndomain.corp
"CN=Sheldon Cooper,OU=Alsid,DC=alsid,DC=corp",TRUE,Sheldon,Sheldon Cooper,user,3d1ad492-f4a9-46c1-a118-dae1806a29b0,sheldon.cooper,S-1-5-21-3286942722-1835917726-286516016-1805,Cooper,sheldon.cooper@ad.vulndomain.corp
"CN=Arthur Amaral,OU=Alsid,DC=alsid,DC=corp",TRUE,Arthur,Arthur Amaral,user,efed13b3-1a76-42fd-ba3b-5a7b6e710204,arthur.amaral,S-1-5-21-3286942722-1835917726-286516016-1806,Amaral,arthur.amaral@ad.vulndomain.corp
"CN=Hoyt Broderick,OU=Alsid,DC=alsid,DC=corp",TRUE,Hoyt,Hoyt Broderick,user,03fffb70-0b92-4434-94f6-05566976a075,hoyt.broderick,S-1-5-21-3286942722-1835917726-286516016-1807,Broderick,hoyt.broderick@ad.vulndomain.corp
"CN=Vito Corleone,OU=Alsid,DC=alsid,DC=corp",TRUE,Vito,Vito Corleone,user,70fec7f0-0c1f-45f2-b42a-6809696edb8d,vito.corleone,S-1-5-21-3286942722-1835917726-286516016-1808,Corleone,vito.corleone@ad.vulndomain.corp
"CN=Chi Banks,OU=Alsid,DC=alsid,DC=corp",TRUE,Chi,Chi Banks,user,d667de9a-8c3d-450d-9fa7-04a98a42e7b0,chi.banks,S-1-5-21-3286942722-1835917726-286516016-1809,Banks,chi.banks@ad.vulndomain.corp
"CN=Dwain Bernier,OU=Alsid,DC=alsid,DC=corp",TRUE,Dwain,Dwain Bernier,user,c2076650-b569-4dc9-90f7-737552243cdc,dwain.bernier,S-1-5-21-3286942722-1835917726-286516016-1810,Bernier,dwain.bernier@ad.vulndomain.corp
"CN=Betty Boop,OU=Alsid,DC=alsid,DC=corp",TRUE,Betty,Betty Boop,user,3c5558a5-6596-4f49-bdc0-41841e997e16,betty.boop,S-1-5-21-3286942722-1835917726-286516016-1811,Boop,betty.boop@ad.vulndomain.corp
"CN=Andrew Aldrich,OU=Alsid,DC=alsid,DC=corp",TRUE,Andrew,Andrew Aldrich,user,c6c09a19-f0d3-4166-a6ee-b5d6b4b77005,andrew.aldrich,S-1-5-21-3286942722-1835917726-286516016-1812,Aldrich,andrew.aldrich@ad.vulndomain.corp
"CN=Trevor Reznik,OU=Alsid,DC=alsid,DC=corp",TRUE,Trevor,Trevor Reznik,user,944359e7-4b6e-42f9-96c2-a49613ef2827,trevor.reznik,S-1-5-21-3286942722-1835917726-286516016-1813,Reznik,trevor.reznik@ad.vulndomain.corp
"CN=Felipe Boland,OU=Alsid,DC=alsid,DC=corp",TRUE,Felipe,Felipe Boland,user,05343d22-4c47-4fed-b969-994dc5e366a2,felipe.boland,S-1-5-21-3286942722-1835917726-286516016-1814,Boland,felipe.boland@ad.vulndomain.corp
"CN=Joaquin Butcher,OU=Alsid,DC=alsid,DC=corp",TRUE,Joaquin,Joaquin Butcher,user,1dbfafff-2807-401e-98a9-22d6f355f846,joaquin.butcher,S-1-5-21-3286942722-1835917726-286516016-1815,Butcher,joaquin.butcher@ad.vulndomain.corp
"CN=Judson Callender,OU=Alsid,DC=alsid,DC=corp",TRUE,Judson,Judson Callender,user,4fad9ab8-6876-4642-af12-f224161aed19,judson.callender,S-1-5-21-3286942722-1835917726-286516016-1816,Callender,judson.callender@ad.vulndomain.corp
"CN=Amelie Poulain,OU=Alsid,DC=alsid,DC=corp",TRUE,Amelie,Amelie Poulain,user,fd421f33-9d4d-4445-8493-a22d0f0b6d2a,amelie.poulain,S-1-5-21-3286942722-1835917726-286516016-1817,Poulain,amelie.poulain@ad.vulndomain.corp
"CN=Elmo Bittner,OU=Alsid,DC=alsid,DC=corp",TRUE,Elmo,Elmo Bittner,user,706ef42f-4fed-4ca8-a4a6-a798da4f44a2,elmo.bittner,S-1-5-21-3286942722-1835917726-286516016-1818,Bittner,elmo.bittner@ad.vulndomain.corp
"CN=Elbert Bigelow,OU=Alsid,DC=alsid,DC=corp",TRUE,Elbert,Elbert Bigelow,user,dbe67103-9bf4-4b8f-ad2a-522c4f5ed533,elbert.bigelow,S-1-5-21-3286942722-1835917726-286516016-1819,Bigelow,elbert.bigelow@ad.vulndomain.corp
"CN=Harvey Breen,OU=Alsid,DC=alsid,DC=corp",TRUE,Harvey,Harvey Breen,user,ece556d7-00ee-40d1-a9c6-f87871de58f7,harvey.breen,S-1-5-21-3286942722-1835917726-286516016-1820,Breen,harvey.breen@ad.vulndomain.corp
"CN=Adolfo Acevedo,OU=Alsid,DC=alsid,DC=corp",TRUE,Adolfo,Adolfo Acevedo,user,c646e8d8-a4aa-4a71-b153-4d0937a7e043,adolfo.acevedo,S-1-5-21-3286942722-1835917726-286516016-1821,Acevedo,adolfo.acevedo@ad.vulndomain.corp
"CN=Don Benefield,OU=Alsid,DC=alsid,DC=corp",TRUE,Don,Don Benefield,user,5ebddba6-bac0-443b-831c-d0e3e82d351a,don.benefield,S-1-5-21-3286942722-1835917726-286516016-1822,Benefield,don.benefield@ad.vulndomain.corp
"CN=Harlan Braun,OU=Alsid,DC=alsid,DC=corp",TRUE,Harlan,Harlan Braun,user,e159b4b7-acfb-4a88-abda-1370b8b4028b,harlan.braun,S-1-5-21-3286942722-1835917726-286516016-1823,Braun,harlan.braun@ad.vulndomain.corp
"CN=Jc Burgess,OU=Alsid,DC=alsid,DC=corp",TRUE,Jc,Jc Burgess,user,21e93f57-8be6-48de-b53d-caf3e86a2f24,jc.burgess,S-1-5-21-3286942722-1835917726-286516016-1824,Burgess,jc.burgess@ad.vulndomain.corp
"CN=Bryon Atkinson,OU=Alsid,DC=alsid,DC=corp",TRUE,Bryon,Bryon Atkinson,user,79f81a2f-9d87-41ce-a3d1-761a0c0c9a70,bryon.atkinson,S-1-5-21-3286942722-1835917726-286516016-1825,Atkinson,bryon.atkinson@ad.vulndomain.corp
"CN=Fausto Bohn,OU=Alsid,DC=alsid,DC=corp",TRUE,Fausto,Fausto Bohn,user,b5c9a16c-6a14-4ebc-98a0-0121d2eef8e5,fausto.bohn,S-1-5-21-3286942722-1835917726-286516016-1826,Bohn,fausto.bohn@ad.vulndomain.corp
"CN=Fred Borden,OU=Alsid,DC=alsid,DC=corp",TRUE,Fred,Fred Borden,user,d03ef0f8-479d-480d-a111-d95fea52057f,fred.borden,S-1-5-21-3286942722-1835917726-286516016-1827,Borden,fred.borden@ad.vulndomain.corp
"CN=Douglas Berger,OU=Domain Controllers,DC=alsid,DC=corp",TRUE,Douglas,Douglas Berger,user,685ded40-55b7-4aef-8c69-cc56d782f622,douglas.berger,S-1-5-21-3286942722-1835917726-286516016-1828,Berger,douglas.berger@ad.vulndomain.corp
"CN=Zaphod Beeblebrox,OU=Alsid,DC=alsid,DC=corp",TRUE,Zaphod,Zaphod Beeblebrox,user,dc5dca00-d99b-4aca-bc45-5a66a8bedbba,zaphod.beeblebrox,S-1-5-21-3286942722-1835917726-286516016-1829,Beeblebrox,zaphod.beeblebrox@ad.vulndomain.corp
"CN=Erik Blaylock,OU=Alsid,DC=alsid,DC=corp",TRUE,Erik,Erik Blaylock,user,04653aa1-815d-4b15-ae97-7fd0c819f512,erik.blaylock,S-1-5-21-3286942722-1835917726-286516016-1830,Blaylock,erik.blaylock@ad.vulndomain.corp
"CN=Laurence Carrier,OU=Alsid,DC=alsid,DC=corp",TRUE,Laurence,Laurence Carrier,user,228d3e78-1c4a-4f99-90b2-eaeea19fea55,laurence.carrier,S-1-5-21-3286942722-1835917726-286516016-1831,Carrier,laurence.carrier@ad.vulndomain.corp
"CN=Freddie Borders,OU=Alsid,DC=alsid,DC=corp",TRUE,Freddie,Freddie Borders,user,a48d915c-e312-4c63-b4d6-cac6d8f501e8,freddie.borders,S-1-5-21-3286942722-1835917726-286516016-1832,Borders,freddie.borders@ad.vulndomain.corp
"CN=Leigh Caruso,OU=Alsid,DC=alsid,DC=corp",TRUE,Leigh,Leigh Caruso,user,fffa26db-ec73-4764-a121-af0bbd54f213,leigh.caruso,S-1-5-21-3286942722-1835917726-286516016-1833,Caruso,leigh.caruso@ad.vulndomain.corp
"CN=Kendrick Cano,OU=Alsid,DC=alsid,DC=corp",TRUE,Kendrick,Kendrick Cano,user,8149a268-ca9d-442b-b5dc-bf2b7d47ecab,kendrick.cano,S-1-5-21-3286942722-1835917726-286516016-1834,Cano,kendrick.cano@ad.vulndomain.corp
"CN=Jerome Burnside,OU=Alsid,DC=alsid,DC=corp",TRUE,Jerome,Jerome Burnside,user,39e2f76d-e6c0-412c-8935-5b875ca58d9b,jerome.burnside,S-1-5-21-3286942722-1835917726-286516016-1835,Burnside,jerome.burnside@ad.vulndomain.corp
"CN=Denny Beckham,OU=Alsid,DC=alsid,DC=corp",TRUE,Denny,Denny Beckham,user,2a046b8b-0364-4dbf-8edf-be89f115afeb,denny.beckham,S-1-5-21-3286942722-1835917726-286516016-1836,Beckham,denny.beckham@ad.vulndomain.corp
"CN=Lowell Cerda,OU=Alsid,DC=alsid,DC=corp",TRUE,Lowell,Lowell Cerda,user,298d500b-3ea2-4708-9999-48ae6d174b6a,lowell.cerda,S-1-5-21-3286942722-1835917726-286516016-1837,Cerda,lowell.cerda@ad.vulndomain.corp
"CN=Jessica Rabbit,OU=Alsid,DC=alsid,DC=corp",TRUE,Jessica,Jessica Rabbit,user,3417a499-8ab3-47ae-bd64-f90814a93a28,jessica.rabbit,S-1-5-21-3286942722-1835917726-286516016-1838,Rabbit,jessica.rabbit@ad.vulndomain.corp
"CN=Sarah Connor,OU=Alsid,DC=alsid,DC=corp",TRUE,Sarah,Sarah Connor,user,54d30921-ee02-4dd3-bd14-e613912d6ed2,sarah.connor,S-1-5-21-3286942722-1835917726-286516016-1839,Connor,sarah.connor@ad.vulndomain.corp
"CN=Johnie Byrd,OU=Alsid,DC=alsid,DC=corp",TRUE,Johnie,Johnie Byrd,user,cf68682c-8ca0-4987-8c8e-ceafe4b4767d,johnie.byrd,S-1-5-21-3286942722-1835917726-286516016-1840,Byrd,johnie.byrd@ad.vulndomain.corp
"CN=Francesco Bonner,OU=Alsid,DC=alsid,DC=corp",TRUE,Francesco,Francesco Bonner,user,4650529e-ccef-4dc0-943a-33872cba1a9c,francesco.bonner,S-1-5-21-3286942722-1835917726-286516016-1841,Bonner,francesco.bonner@ad.vulndomain.corp
"CN=Emmanuel Blakely,OU=Alsid,DC=alsid,DC=corp",TRUE,Emmanuel,Emmanuel Blakely,user,45cae39b-262c-4db5-a9ee-1b01c3fb330f,emmanuel.blakely,S-1-5-21-3286942722-1835917726-286516016-1842,Blakely,emmanuel.blakely@ad.vulndomain.corp
"CN=Joseph Calabrese,OU=Alsid,DC=alsid,DC=corp",TRUE,Joseph,Joseph Calabrese,user,c8a5af06-a8e2-4b8c-a83f-487337ea1ceb,joseph.calabrese,S-1-5-21-3286942722-1835917726-286516016-1843,Calabrese,joseph.calabrese@ad.vulndomain.corp
"CN=Billie Archibald,OU=Alsid,DC=alsid,DC=corp",TRUE,Billie,Billie Archibald,user,ec3011ea-e217-4dfd-9246-aefe6ca0ce02,billie.archibald,S-1-5-21-3286942722-1835917726-286516016-1844,Archibald,billie.archibald@ad.vulndomain.corp
"CN=Lenny Case,OU=Alsid,DC=alsid,DC=corp",TRUE,Lenny,Lenny Case,user,8cfe0d9a-843b-4ea0-8d3b-317e8e5bca3e,lenny.case,S-1-5-21-3286942722-1835917726-286516016-1845,Case,lenny.case@ad.vulndomain.corp
"CN=Heriberto Bright,OU=Alsid,DC=alsid,DC=corp",TRUE,Heriberto,Heriberto Bright,user,7d017465-ba3a-4c3b-93dd-8e2d5211eedd,heriberto.bright,S-1-5-21-3286942722-1835917726-286516016-1846,Bright,heriberto.bright@ad.vulndomain.corp
"CN=Homer Simpson,OU=Alsid,DC=alsid,DC=corp",TRUE,Homer,Homer Simpson,user,6b5b39d6-1cc3-419e-bf6b-744ff3e82f97,homer.simpson,S-1-5-21-3286942722-1835917726-286516016-1847,Simpson,homer.simpson@ad.vulndomain.corp
"CN=Lionel Cates,OU=Alsid,DC=alsid,DC=corp",TRUE,Lionel,Lionel Cates,user,3426f957-2ad7-48ae-b806-229e751627ae,lionel.cates,S-1-5-21-3286942722-1835917726-286516016-1848,Cates,lionel.cates@ad.vulndomain.corp
"CN=Jeremy Burney,OU=Alsid,DC=alsid,DC=corp",TRUE,Jeremy,Jeremy Burney,user,1e5ab3d0-df6a-4e60-831c-d70abd11a109,jeremy.burney,S-1-5-21-3286942722-1835917726-286516016-1849,Burney,jeremy.burney@ad.vulndomain.corp
"CN=Caleb Avila,OU=Alsid,DC=alsid,DC=corp",TRUE,Caleb,Caleb Avila,user,6e89da50-00fc-40ea-8859-42ea069b7aec,caleb.avila,S-1-5-21-3286942722-1835917726-286516016-1850,Avila,caleb.avila@ad.vulndomain.corp
"CN=Jere Burnett,OU=Alsid,DC=alsid,DC=corp",TRUE,Jere,Jere Burnett,user,a21a9b16-6866-4472-8f62-3f802e30d052,jere.burnett,S-1-5-21-3286942722-1835917726-286516016-1851,Burnett,jere.burnett@ad.vulndomain.corp
"CN=Jonah Cable,OU=Alsid,DC=alsid,DC=corp",TRUE,Jonah,Jonah Cable,user,b11adfcf-a847-4e15-8f85-a3297c0db2b8,jonah.cable,S-1-5-21-3286942722-1835917726-286516016-1852,Cable,jonah.cable@ad.vulndomain.corp
"CN=Sam Spade,OU=Alsid,DC=alsid,DC=corp",TRUE,Sam,Sam Spade,user,89461f87-72ae-44a9-954d-3749cb8cb211,sam.spade,S-1-5-21-3286942722-1835917726-286516016-1853,Spade,sam.spade@ad.vulndomain.corp
"CN=Dusty Bernard,OU=Alsid,DC=alsid,DC=corp",TRUE,Dusty,Dusty Bernard,user,d7785345-8899-4940-a964-5f7af8f69085,dusty.bernard,S-1-5-21-3286942722-1835917726-286516016-1854,Bernard,dusty.bernard@ad.vulndomain.corp
"CN=Brendan Artis,OU=Alsid,DC=alsid,DC=corp",TRUE,Brendan,Brendan Artis,user,0eb2da6a-ce03-441e-9c18-058041caae29,brendan.artis,S-1-5-21-3286942722-1835917726-286516016-1855,Artis,brendan.artis@ad.vulndomain.corp
"CN=Gil Boyd,OU=Alsid,DC=alsid,DC=corp",TRUE,Gil,Gil Boyd,user,7401fda7-704b-4a5d-a9fd-8b198e58a218,gil.boyd,S-1-5-21-3286942722-1835917726-286516016-1856,Boyd,gil.boyd@ad.vulndomain.corp
"CN=Roger Kint,OU=Alsid,DC=alsid,DC=corp",TRUE,Roger,Roger Kint,user,4eb9eb79-607c-4452-b503-eb7c2f1e2787,roger.kint,S-1-5-21-3286942722-1835917726-286516016-1857,Kint,roger.kint@ad.vulndomain.corp
"CN=Allen Aiello,OU=Alsid,DC=alsid,DC=corp",TRUE,Allen,Allen Aiello,user,c7c6923e-ddee-474c-a23d-29be27ba4f9c,allen.aiello,S-1-5-21-3286942722-1835917726-286516016-1858,Aiello,allen.aiello@ad.vulndomain.corp
"CN=Lucas Chacon,OU=Alsid,DC=alsid,DC=corp",TRUE,Lucas,Lucas Chacon,user,eba70be2-c937-440f-9e45-df19747472c8,lucas.chacon,S-1-5-21-3286942722-1835917726-286516016-1859,Chacon,lucas.chacon@ad.vulndomain.corp
"CN=Darrell Beall,OU=Alsid,DC=alsid,DC=corp",TRUE,Darrell,Darrell Beall,user,6d8a7fd1-5508-4aef-a6a7-b93ba9ba0eef,darrell.beall,S-1-5-21-3286942722-1835917726-286516016-1860,Beall,darrell.beall@ad.vulndomain.corp
"CN=Kevin Carden,OU=Alsid,DC=alsid,DC=corp",TRUE,Kevin,Kevin Carden,user,c566cb4b-32f6-4ca6-8a6c-170943c3425a,kevin.carden,S-1-5-21-3286942722-1835917726-286516016-1861,Carden,kevin.carden@ad.vulndomain.corp
"CN=Chadwick Bair,OU=Alsid,DC=alsid,DC=corp",TRUE,Chadwick,Chadwick Bair,user,5c5490fa-da5a-4605-bf1d-b89d0b1b6eda,chadwick.bair,S-1-5-21-3286942722-1835917726-286516016-1862,Bair,chadwick.bair@ad.vulndomain.corp
"CN=Francis Booker,OU=Alsid,DC=alsid,DC=corp",TRUE,Francis,Francis Booker,user,fe129fd2-301c-474e-834e-bdf4715e2a58,francis.booker,S-1-5-21-3286942722-1835917726-286516016-1863,Booker,francis.booker@ad.vulndomain.corp
"CN=Chet Bandy,OU=Alsid,DC=alsid,DC=corp",TRUE,Chet,Chet Bandy,user,ac3feb53-74cb-44a4-96eb-09f06f611e6e,chet.bandy,S-1-5-21-3286942722-1835917726-286516016-1864,Bandy,chet.bandy@ad.vulndomain.corp
"CN=Holly Golightly,OU=Alsid,DC=alsid,DC=corp",TRUE,Holly,Holly Golightly,user,e38cf01e-96a9-4578-9a4c-20f78c46f20e,holly.golightly,S-1-5-21-3286942722-1835917726-286516016-1865,Golightly,holly.golightly@ad.vulndomain.corp
"CN=Buford Augustine,OU=Alsid,DC=alsid,DC=corp",TRUE,Buford,Buford Augustine,user,bf908a68-9e88-4415-a0dd-d8901cd164bc,buford.augustine,S-1-5-21-3286942722-1835917726-286516016-1866,Augustine,buford.augustine@ad.vulndomain.corp
"CN=Eddy Bess,OU=Alsid,DC=alsid,DC=corp",TRUE,Eddy,Eddy Bess,user,82cde06c-1e45-4d05-a360-116c116ad6e0,eddy.bess,S-1-5-21-3286942722-1835917726-286516016-1867,Bess,eddy.bess@ad.vulndomain.corp
"CN=Obi-Wan Kenobi,OU=Alsid,DC=alsid,DC=corp",TRUE,Obi-Wan,Obi-Wan Kenobi,user,0b8e4a10-76bf-48b3-86de-30130383923c,obi-wan.kenobi,S-1-5-21-3286942722-1835917726-286516016-1868,Kenobi,obi-wan.kenobi@ad.vulndomain.corp
"CN=Hyman Browder,OU=Alsid,DC=alsid,DC=corp",TRUE,Hyman,Hyman Browder,user,fb6cb71c-e0ee-4caa-b368-3aa4ca7983dd,hyman.browder,S-1-5-21-3286942722-1835917726-286516016-1869,Browder,hyman.browder@ad.vulndomain.corp
"CN=Matthew Chow,OU=Alsid,DC=alsid,DC=corp",TRUE,Matthew,Matthew Chow,user,08802fc9-4478-4d4c-b80f-19f1b0e59a9c,matthew.chow,S-1-5-21-3286942722-1835917726-286516016-1870,Chow,matthew.chow@ad.vulndomain.corp
"CN=Leonel Cason,OU=Alsid,DC=alsid,DC=corp",TRUE,Leonel,Leonel Cason,user,32719244-05e4-47e4-9b63-ad995840e981,leonel.cason,S-1-5-21-3286942722-1835917726-286516016-1871,Cason,leonel.cason@ad.vulndomain.corp
"CN=Issac Bryan,OU=Alsid,DC=alsid,DC=corp",TRUE,Issac,Issac Bryan,user,ba6c61aa-4d26-4173-be9d-8672711a232a,issac.bryan,S-1-5-21-3286942722-1835917726-286516016-1872,Bryan,issac.bryan@ad.vulndomain.corp
"CN=Korey Carl,OU=Alsid,DC=alsid,DC=corp",TRUE,Korey,Korey Carl,user,19744fd0-b529-4b3a-9cff-1958808d0415,korey.carl,S-1-5-21-3286942722-1835917726-286516016-1873,Carl,korey.carl@ad.vulndomain.corp
"CN=Frankie Booth,OU=Alsid,DC=alsid,DC=corp",TRUE,Frankie,Frankie Booth,user,acb4b605-4324-4b1d-af6f-360629b8900e,frankie.booth,S-1-5-21-3286942722-1835917726-286516016-1874,Booth,frankie.booth@ad.vulndomain.corp
"CN=Cecil Bagley,OU=Alsid,DC=alsid,DC=corp",TRUE,Cecil,Cecil Bagley,user,ab7a99d8-be44-4c2b-a73a-9773a2a92ecb,cecil.bagley,S-1-5-21-3286942722-1835917726-286516016-1875,Bagley,cecil.bagley@ad.vulndomain.corp
"CN=Buster Avalos,OU=Alsid,DC=alsid,DC=corp",TRUE,Buster,Buster Avalos,user,b3136166-29f4-48f7-aa59-8145389912b9,buster.avalos,S-1-5-21-3286942722-1835917726-286516016-1876,Avalos,buster.avalos@ad.vulndomain.corp
"CN=Danilo Bauman,OU=Alsid,DC=alsid,DC=corp",TRUE,Danilo,Danilo Bauman,user,0ffb7432-bd30-4a8a-95d0-813c17a59d62,danilo.bauman,S-1-5-21-3286942722-1835917726-286516016-1877,Bauman,danilo.bauman@ad.vulndomain.corp
"CN=Samantha Jones,OU=Alsid,DC=alsid,DC=corp",TRUE,Samantha,Samantha Jones,user,fde62bcd-df4d-4bcf-8eab-dee1aa4887bd,samantha.jones,S-1-5-21-3286942722-1835917726-286516016-1878,Jones,samantha.jones@ad.vulndomain.corp
"CN=Eric Cartman,OU=Alsid,DC=alsid,DC=corp",TRUE,Eric,Eric Cartman,user,5ccf9549-492f-4d84-a5e5-bf9e6af2b031,eric.cartman,S-1-5-21-3286942722-1835917726-286516016-1879,Cartman,eric.cartman@ad.vulndomain.corp
"CN=Monty Python,OU=Alsid,DC=alsid,DC=corp",TRUE,Monty,Monty Python,user,82f1a213-c97f-4277-bc25-9beb2d90bfbf,monty.python,S-1-5-21-3286942722-1835917726-286516016-1880,Python,monty.python@ad.vulndomain.corp
"CN=Dewitt Belanger,OU=Alsid,DC=alsid,DC=corp",TRUE,Dewitt,Dewitt Belanger,user,dedac179-3e2e-48e1-8ba5-94a7ba49be0d,dewitt.belanger,S-1-5-21-3286942722-1835917726-286516016-1881,Belanger,dewitt.belanger@ad.vulndomain.corp
"CN=Johnny Depp,OU=Alsid,DC=alsid,DC=corp",TRUE,Johnny,Johnny Depp,user,f60da17d-da28-4913-ad7d-f386232e733b,johnny.depp,S-1-5-21-3286942722-1835917726-286516016-1882,Depp,johnny.depp@ad.vulndomain.corp
"CN=Jesus Busby,OU=Alsid,DC=alsid,DC=corp",TRUE,Jesus,Jesus Busby,user,e88a8f8f-f018-47e3-a2c3-155317628d8a,jesus.busby,S-1-5-21-3286942722-1835917726-286516016-1883,Busby,jesus.busby@ad.vulndomain.corp
"CN=Linwood Catalano,OU=Alsid,DC=alsid,DC=corp",TRUE,Linwood,Linwood Catalano,user,e1c14b60-c4b0-446a-984a-10d46fb55804,linwood.catalano,S-1-5-21-3286942722-1835917726-286516016-1884,Catalano,linwood.catalano@ad.vulndomain.corp
"CN=Gregg Brand,OU=Alsid,DC=alsid,DC=corp",TRUE,Gregg,Gregg Brand,user,e3db87c7-6288-4a04-8793-1316d1a00a2d,gregg.brand,S-1-5-21-3286942722-1835917726-286516016-1885,Brand,gregg.brand@ad.vulndomain.corp
"CN=Miquel Clemens,OU=Alsid,DC=alsid,DC=corp",TRUE,Miquel,Miquel Clemens,user,e42ded9f-db1d-4121-be18-a34cb1f1273f,miquel.clemens,S-1-5-21-3286942722-1835917726-286516016-1886,Clemens,miquel.clemens@ad.vulndomain.corp
"CN=Jacob Buckley,OU=Alsid,DC=alsid,DC=corp",TRUE,Jacob,Jacob Buckley,user,be09091e-f818-43e0-ab09-dd7a4b695c4c,jacob.buckley,S-1-5-21-3286942722-1835917726-286516016-1887,Buckley,jacob.buckley@ad.vulndomain.corp
"CN=Mary Poppins,OU=Alsid,DC=alsid,DC=corp",TRUE,Mary,Mary Poppins,user,90c88414-73de-4b0d-adb3-ab0e1f3e05bd,mary.poppins,S-1-5-21-3286942722-1835917726-286516016-1888,Poppins,mary.poppins@ad.vulndomain.corp
"CN=Jerry Burrow,OU=Alsid,DC=alsid,DC=corp",TRUE,Jerry,Jerry Burrow,user,2fbe2cb0-a201-4414-a2f5-4dabb838317c,jerry.burrow,S-1-5-21-3286942722-1835917726-286516016-1889,Burrow,jerry.burrow@ad.vulndomain.corp
"CN=Kirk Carey,OU=Alsid,DC=alsid,DC=corp",TRUE,Kirk,Kirk Carey,user,a4f37b89-180e-43b7-a6eb-a31e89cfff8f,kirk.carey,S-1-5-21-3286942722-1835917726-286516016-1890,Carey,kirk.carey@ad.vulndomain.corp
"CN=Doug Berg,OU=Alsid,DC=alsid,DC=corp",TRUE,Doug,Doug Berg,user,7e0342c6-2acd-4b8b-93b3-09d5ebab2441,doug.berg,S-1-5-21-3286942722-1835917726-286516016-1891,Berg,doug.berg@ad.vulndomain.corp
"CN=Phoebe Buffay,OU=Alsid,DC=alsid,DC=corp",TRUE,Phoebe,Phoebe Buffay,user,0a1da6de-127d-4dcd-8781-82e431847ad7,phoebe.buffay,S-1-5-21-3286942722-1835917726-286516016-1892,Buffay,phoebe.buffay@ad.vulndomain.corp
"CN=Augustus Anaya,OU=Alsid,DC=alsid,DC=corp",TRUE,Augustus,Augustus Anaya,user,f5fe1198-4877-4133-95ff-9beffb14383d,augustus.anaya,S-1-5-21-3286942722-1835917726-286516016-1893,Anaya,augustus.anaya@ad.vulndomain.corp
"CN=Chong Bankston,OU=Alsid,DC=alsid,DC=corp",TRUE,Chong,Chong Bankston,user,7880af29-3296-4597-8549-c21008f7328b,chong.bankston,S-1-5-21-3286942722-1835917726-286516016-1894,Bankston,chong.bankston@ad.vulndomain.corp
"CN=Ethan Blue,OU=Alsid,DC=alsid,DC=corp",TRUE,Ethan,Ethan Blue,user,a209fc63-9218-45c2-bbf3-3e74c320bc10,ethan.blue,S-1-5-21-3286942722-1835917726-286516016-1895,Blue,ethan.blue@ad.vulndomain.corp
"CN=Andy Aldridge,OU=Alsid,DC=alsid,DC=corp",TRUE,Andy,Andy Aldridge,user,0f3893a3-d912-4f8e-b7d8-fd26cdc7fc3b,andy.aldridge,S-1-5-21-3286942722-1835917726-286516016-1896,Aldridge,andy.aldridge@ad.vulndomain.corp
"CN=Dwayne Bernstein,OU=Alsid,DC=alsid,DC=corp",TRUE,Dwayne,Dwayne Bernstein,user,3a5c40cc-8a47-485a-b205-8314779b6718,dwayne.bernstein,S-1-5-21-3286942722-1835917726-286516016-1897,Bernstein,dwayne.bernstein@ad.vulndomain.corp
"CN=Gerald Bowlin,OU=Alsid,DC=alsid,DC=corp",TRUE,Gerald,Gerald Bowlin,user,19d5a125-abb5-4d6f-a07e-b4ffe1800716,gerald.bowlin,S-1-5-21-3286942722-1835917726-286516016-1898,Bowlin,gerald.bowlin@ad.vulndomain.corp
"CN=Mac Chapin,OU=Alsid,DC=alsid,DC=corp",TRUE,Mac,Mac Chapin,user,df7e4f03-07fe-4ad1-babf-f0b74709c554,mac.chapin,S-1-5-21-3286942722-1835917726-286516016-1899,Chapin,mac.chapin@ad.vulndomain.corp
"CN=Dewayne Begley,OU=Alsid,DC=alsid,DC=corp",TRUE,Dewayne,Dewayne Begley,user,b5ddecc6-9840-486e-afa3-bfc6bf892d81,dewayne.begley,S-1-5-21-3286942722-1835917726-286516016-1900,Begley,dewayne.begley@ad.vulndomain.corp
"CN=Brenton Ashby,OU=Alsid,DC=alsid,DC=corp",TRUE,Brenton,Brenton Ashby,user,479a5afd-3a08-4a0b-a6ca-35e7821fff09,brenton.ashby,S-1-5-21-3286942722-1835917726-286516016-1901,Ashby,brenton.ashby@ad.vulndomain.corp
"CN=Merrill Church,OU=Alsid,DC=alsid,DC=corp",TRUE,Merrill,Merrill Church,user,d1756f6a-2cb3-4b67-a834-657072e49cd9,merrill.church,S-1-5-21-3286942722-1835917726-286516016-1902,Church,merrill.church@ad.vulndomain.corp
